DM_OPPTY_ID,activity,is_complete_yn,description,completed_date
2884,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2885,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2886,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2887,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2888,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2889,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2890,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2891,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2892,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2893,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2894,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2895,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2896,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2897,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2898,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2899,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2900,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2901,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2902,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2903,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2904,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2905,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2906,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2907,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2908,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2909,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2910,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2911,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2912,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2913,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2914,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2915,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2916,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2917,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2918,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2919,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2920,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2921,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2922,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2923,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2924,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2925,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2926,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2927,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
2928,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
2929,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
2930,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
2931,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
2932,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
